location,listing_title,price,date_created,agent_name,internal_features,external_features,nearby,link
 Kiambu Road,4 Bed Villa with En Suite in Kiambu Road,28000000.0,2022-11-11,Tysons Limited,"Backup Generator, En Suite, Fibre Internet","Balcony, Parking, Staff Quarters, Swimming Pool","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3566442
 Oasis Hospital,3 Bed Townhouse with En Suite at Oasis Hospital,8500000.0,2023-07-06,BLISS HOMES,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, BBQ, Electric Fence, Garden, Gym, Parking, Swimming Pool, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-mtwapa-1-3569916
 Ruiru,3 Bed House with En Suite at Ruiru,7900000.0,2023-05-30,Caal Real Estate,"Aircon, Service Charge Included, Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet","BBQ, CCTV, Garden, Wheelchair Access, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kamakis-3603472
 Panafrican Road,5 Bed House with En Suite at Panafrican Road,650000000.0,2023-06-26,Nairobi Royal Homes,"Aircon, Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet","Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-1-3557113
 Mombasa Road,3 Bed Townhouse with En Suite at Mombasa Road,14000000.0,2023-06-20,Finest  Home Real Estate,"En Suite, Fibre Internet, Serviced, Walk In Closet","Balcony, Borehole, Garden, Swimming Pool, Staff Quarters, Parking","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-athi-river-area-3571271
gton,5 Bed Townhouse with En Suite in Lavington,50600000.0,2023-05-24,Urban Hut Limited,"En Suite, Walk In Closet","Borehole,  Garden, Parking, Staff Quarters",nan,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3564931
gton,5 Bed Townhouse with En Suite in Lavington,55000000.0,2023-07-01,Leti Realty Limited,"Alarm, Backup Generator, En Suite, Walk In Closet","Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters","Bus Stop, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3556116
 Karen Plain,5 Bed House with Garden at Karen Plain,75000000.0,2023-07-03,Mapema Properties,Service Charge Included,"Balcony, Garden, Staff Quarters","Bus Stop, Hospital,  School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3612288
 Shanzu,4 Bed Townhouse in Shanzu,45000000.0,2023-04-19,Furaha Properties,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-shanzu-7-3436678
e,3 Bed House with Garden in Ngumo Estate,15000000.0,2023-07-06,Origin Homes,"Parking, Garden","School, Hospital, Bus Stop, Shopping Centre",nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngumo-estate-3613454
 Evergreen,7 Bed House with En Suite at Evergreen,135000000.0,2023-06-26,Nairobi Royal Homes,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Wheelchair Access, Borehole, Garden, Electric Fence, Staff Quarters, CCTV, BBQ, Parking, Balcony","Shopping Centre, Bus Stop, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-1-3598499
 Miotoni,5 Bed House with En Suite at Miotoni,,2023-05-24,Pam Golding Properties,"En Suite, Walk In Closet",Staff Quarters,nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3596327
 Kiambu Road,4 Bed House with En Suite in Kiambu Road,29000000.0,2023-06-17,Exceptional Homes,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet","Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3608423
 Ngong,4 Bed House with Garden at Ngong,7900000.0,2023-07-08,Homeken Limited,Garden,"Bus Stop, Hospital, Scenic View, School, Shopping Centre",nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-2-3578272
 Galu Beach,4 Bed Villa with En Suite at Galu Beach,65000000.0,2023-06-08,TSG Realty Ltd,"En Suite, Backup Generator, Furnished, Serviced","Parking, Balcony, Gym, Swimming Pool, Garden","Sea View, Scenic View",https://www.buyrentkenya.com/listings/furnished-4-bedroom-villa-for-sale-diani-3543144
 Ngong,4 Bed House with En Suite in Ngong,17000000.0,2023-06-27,Leilach Properties,"En Suite, Walk In Closet","Parking, Staff Quarters, Wheelchair Access, Garden, Balcony","Hospital, Bus Stop, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-1-3531945
 Njumbi,4 Bed Townhouse with En Suite at Njumbi,92000000.0,2023-06-25,Lavington Property Management,"En Suite,  Alarm, Walk In Closet, Backup Generator, Fibre Internet","Balcony, Garden, Electric Fence, Parking, Staff Quarters","Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-1-3459659
 Banana,4 Bed Villa with En Suite in Banana,22500000.0,2023-07-07,The Address Consult,En Suite,"Balcony,  BBQ, CCTV, Electric Fence, Borehole, Garden, Staff Quarters, Parking","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-banana-3613889
 Nairobi Namanga Highway,4 Bed Townhouse with En Suite at Nairobi Namanga Highway,13500000.0,2023-06-17,Property Point Urban Kenya,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Borehole, Garden, Electric Fence, Staff Quarters, Parking, Gym, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-1-3544032
 Lavington Green,4 Bed Villa with En Suite at Lavington Green,60000000.0,2023-06-25,Lavington Property Management,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet","Balcony,  , CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-1-3581067
 Ngong,3 Bed House with En Suite in Ngong,7900000.0,2023-06-13,Own Properties Ltd,"Serviced, Fibre Internet, En Suite, Alarm","Garden, Electric Fence, Staff Quarters, Parking","Bus Stop, Hospital, Golf Course, Scenic View, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3502018
 Diani Beach,4 Bed Villa with En Suite at Diani Beach,41000000.0,2023-06-17,Property Point Urban Kenya,"Alarm, En Suite, Fibre Internet, Backup Generator, Serviced, Walk In Closet","Balcony, BBQ, CCTV, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access","Bus Stop, Scenic View, School, Hospital, Sea View, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-diani-1-3549712
 Karen,4 Bed House with En Suite in Karen,80000000.0,2023-06-28,Pemukika Agency,"En Suite, Service Charge Included, Walk In Closet, Fibre Internet","Balcony, Borehole, Electric Fence, Garden, Parking, Gym","Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3498296
 Muthaiga Road,5 Bed House with Garden at Muthaiga Road,550000000.0,2023-07-06,Reuben and Co Property Consultant,"Electric Fence, Garden, Parking, Staff Quarters","Scenic View, School, Hospital, Shopping Centre",nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-1-3573107
 Lower Kabete,5 Bed House with En Suite at Lower Kabete,130000000.0,2023-06-13,Westside Real Estate,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Swimming Pool, Staff Quarters, Gym, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-1-3581794
 Nyali Area,4 Bed House with Swimming Pool in Nyali Area,80000000.0,2023-06-17,Arneel Homes,"Aircon, Alarm, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool","Bus Stop, Golf Course, Hospital, Sea View, Shopping Centre, School, Scenic View",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3604429
 Lower Kabete,5 Bed Villa with En Suite in Lower Kabete,150000000.0,2023-06-05,Sky Limits Ventures,"En Suite, Backup Generator","CCTV, Staff Quarters, Garden, Electric Fence",Scenic View,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lower-kabete-3539053
 Peponi Road,5 Bed Townhouse with En Suite at Peponi Road,65000000.0,2023-05-24,Coral Property International Ltd,En Suite,"Balcony, Electric Fence, Borehole, Swimming Pool",nan,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3412581
 Mwingi Road,5 Bed Townhouse with En Suite at Mwingi Road,35000000.0,2023-07-04,Crestace Real Estate Ltd,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-3579568
 Juja,3 Bed House with En Suite at Juja,6750000.0,2023-06-13,Wangai Property Ltd,"En Suite, Fibre Internet, Alarm","Balcony, BBQ, Wheelchair Access, Garden, Parking, Electric Fence","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3606964
 Shanzu,4 Bed House with En Suite in Shanzu,43000000.0,2023-04-19,Furaha Properties,"Backup Generator, Walk In Closet, En Suite, Fibre Internet","Parking, Staff Quarters, Swimming Pool, Electric Fence, Garden, CCTV, BBQ, Balcony","Shopping Centre, Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-shanzu-3540230
 Ngong Town,5 Bed House with En Suite at Ngong Town,17000000.0,2023-07-05,Sir Francis Marketing &#38; Consultants Ltd,"Aircon, Serviced, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet","BBQ, Parking, CCTV, Electric Fence, Borehole,  , Garden, Wheelchair Access, Gym, Balcony","Bus Stop, Shopping Centre, Golf Course,  Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-8-3593368
 Runda,7 Bed House with En Suite in Runda,250000000.0,2023-05-08,Live n Style Agencies,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3598059
 Nairobi,5 Bed House with En Suite at Nairobi,145000000.0,2023-03-21,Fit Property,"Walk In Closet, En Suite","Parking, Garden, Staff Quarters, Balcony",Shopping Centre,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-3569667
 Mountain View,4 Bed House with En Suite at Mountain View,44000000.0,2023-04-16,Royani Properties Limited,"Alarm, En Suite, Fibre Internet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mountain-view-3578837
 South C,4 Bed Townhouse with En Suite at South C,18500000.0,2023-05-24,Round Key Africa,"En Suite, Fibre Internet",Parking,"Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-south-c-3579408
a Rongai Town,2 Bed House with Gym at Ongata Rongai Town,3800000.0,2023-07-05,Sir Francis Marketing &#38; Consultants Ltd,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, Fibre Internet","BBQ, Parking, Gym, Balcony, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Borehole, Garden","Golf Course, Bus Stop,  , Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-ongata-rongai-8-3578557
 Karen,6 Bed Villa with En Suite in Karen,130000000.0,2023-05-16,HOMES.COM,"Aircon, Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Furnished","BBQ, Balcony, Gym, Parking, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/furnished-6-bedroom-villa-for-sale-karen-3575269
e,5 Bed House with En Suite in Garden Estate,90000000.0,2023-07-03,Afrique Properties Limited,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-1-3600730
ta Road,3 Bed House with En Suite at Kenyatta Road,9500000.0,2023-06-13,MK PROPERTIES,"En Suite, Fibre Internet, Serviced","Balcony, BBQ, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Hospital, Scenic View,  , School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-1-3592004
 Bamburi,4 Bed Townhouse in Bamburi,12500000.0,2023-05-24,Benford Homes,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-bamburi-3463770
 Waiyaki Way,3 Bed Townhouse with En Suite at Waiyaki Way,38500000.0,2023-06-05,Ryden International,En Suite,"Parking, Garden","Bus Stop, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-westlands-area-3571410
 Muthithi Rd,4 Bed Villa with En Suite at Muthithi Rd,28000000.0,2023-07-06,Reuben and Co Property Consultant,En Suite,"Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool","Scenic View, Hospital, Golf Course, Bus Stop, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-1-3586251
 Kitisuru Road,4 Bed House with En Suite at Kitisuru Road,135000000.0,2023-07-06,Reuben and Co Property Consultant,"Backup Generator, En Suite","CCTV, Electric Fence, Garden, Parking, Gym, Borehole, Staff Quarters, Swimming Pool",nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitisuru-3602126
gton,4 Bed Townhouse with En Suite in Lavington,75000000.0,2023-07-02,Kenya Classic Homes,"Alarm, Backup Generator, En Suite, Walk In Closet, Fibre Internet","Electric Fence, Staff Quarters, CCTV, Parking, BBQ, Balcony, Garden",Scenic View,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-2-3503923
 Kamakis,5 Bed House with En Suite in Kamakis,19500000.0,2023-05-16,Masterways Real Estate,"Walk In Closet, Alarm, En Suite, Fibre Internet","Balcony, BBQ, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Garden","Bus Stop, Shopping Centre, Hospital, Golf Course, Scenic View, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kamakis-1-3570374
 Mugutha,3 Bed House with En Suite at Mugutha,8500000.0,2023-06-12,TERRYNIA HOMES,"Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet","BBQ, CCTV, Balcony, Electric Fence, Borehole, Garden, Parking, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3586369
 Ngong,4 Bed Villa in Ngong,7000000.0,2023-06-27,Leilach Properties,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ngong-9-3450509
 Mwihoko,4 Bed House with Garden at Mwihoko,15000000.0,2023-06-14,Malazo Realtors,"Garden, Parking","Bus Stop, Hospital, School",nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kahawa-sukari-1-3480056
 Aloo Drive,3 Bed Villa with En Suite at Aloo Drive,68000000.0,2023-06-13,Sky Miles Properties,"Aircon, Alarm, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-sale-mtwapa-1-3552466
 Ruiru,3 Bed House with En Suite in Ruiru,7900000.0,2023-05-24,Litana Investments,"En Suite, Walk In Closet","Electric Fence, Garden, Parking","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3600554
 Mtwapa,3 Bed House in Mtwapa,39000000.0,2023-05-24,Benford Homes,nan,nan,nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-mtwapa-3463607
gton,5 Bed Townhouse with En Suite in Lavington,50000000.0,2023-06-22,Ocean Oasis,"Aircon, Alarm, Service Charge Included, Backup Generator, Walk In Closet,  En Suite, Fibre Internet","Gym, Balcony, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden","School, Scenic View, Hospital, Bus Stop, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3609800
e,3 Bed House with En Suite at Matangi Estate,5500000.0,2023-06-13,T&T Properties Kenya Limited,"Aircon, En Suite, Walk In Closet, Alarm","Electric Fence, Garden, Parking, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3607202
 Juja Farm Road,3 Bed House with En Suite at Juja Farm Road,6750000.0,2023-06-15,Wazury Real Estate Limited,"En Suite, Fibre Internet, Serviced","Balcony, BBQ, Electric Fence, Borehole, Garden, Parking, Staff Quarters","Hospital, Bus Stop, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3607750
